-BEGIN HEADER-,,,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,,,,
Dates (month/day/year): 09/01/2023 through 10/31/2023 ,,,,,,,,,,
Location: Regional ,,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,
Parameter(s): ,,,,,,,,,,
WS10M_MAX     MERRA-2 Wind Speed at 10 Meters Maximum (m/s) ,,,,,,,,,,
-END HEADER-,,,,,,,,,,
LAT,LON,YEAR,DOY,WS10M_MAX,,Knots ,Average,Date ,T,Max
12.75,71.75,2023,244,4.31,,8.378693624,,,,
12.75,72.25,2023,244,4.39,,8.534214619,,,,
12.75,72.75,2023,244,4.56,,8.864696734,,,,
12.75,73.25,2023,244,4.72,,9.175738725,,,,
13.25,69.25,2023,244,4.85,,9.428460342,,,,
13.25,69.75,2023,244,4.45,,8.650855365,,,,
13.25,70.25,2023,244,4.19,,8.145412131,,,,
13.25,70.75,2023,244,4.09,,7.951010886,,,,
13.25,71.25,2023,244,4.14,,8.048211509,,,,
13.25,71.75,2023,244,4.3,,8.359253499,,,,
13.25,72.25,2023,244,4.49,,8.728615863,,,,
13.25,72.75,2023,244,4.71,,9.1562986,,,,
13.25,73.25,2023,244,4.91,,9.545101089,,,,
13.75,69.25,2023,244,4.46,,8.67029549,,,,
13.75,69.75,2023,244,4.1,,7.970451011,,,,
13.75,70.25,2023,244,3.95,,7.678849145,,,,
13.75,70.75,2023,244,3.98,,7.737169518,,,,
13.75,71.25,2023,244,4.11,,7.989891135,,,,
13.75,71.75,2023,244,4.32,,8.398133748,,,,
13.75,72.25,2023,244,4.57,,8.884136858,,,,
13.75,72.75,2023,244,4.84,,9.409020218,,,,
13.75,73.25,2023,244,5.09,,9.895023328,,,,
14.25,69.25,2023,244,4.3,,8.359253499,,,,
14.25,69.75,2023,244,3.96,,7.698289269,,,,
14.25,70.25,2023,244,3.82,,7.426127527,,,,
14.25,70.75,2023,244,3.91,,7.601088647,,,,
14.25,71.25,2023,244,4.03,,7.83437014,,,,
14.25,71.75,2023,244,4.29,,8.339813375,,,,
14.25,72.25,2023,244,4.61,,8.961897356,,,,
14.25,72.75,2023,244,4.93,,9.583981337,,,,
14.25,73.25,2023,244,5.19,,10.08942457,,,,
14.75,69.25,2023,244,4.21,,8.184292379,,,,
14.75,69.75,2023,244,3.92,,7.620528771,,,,
14.75,70.25,2023,244,3.74,,7.270606532,,,,
14.75,70.75,2023,244,3.73,,7.251166407,,,,
14.75,71.25,2023,244,3.8,,7.387247278,,,,
14.75,71.75,2023,244,4.14,,8.048211509,,,,
14.75,72.25,2023,244,4.53,,8.806376361,,,,
14.75,72.75,2023,244,4.9,,9.525660964,,,,
14.75,73.25,2023,244,5.12,,9.953343701,,,,
15.25,69.25,2023,244,3.96,,7.698289269,,,,
15.25,69.75,2023,244,3.78,,7.34836703,,,,
15.25,70.25,2023,244,3.64,,7.076205288,,,,
15.25,70.75,2023,244,3.58,,6.959564541,,,,
15.25,71.25,2023,244,3.63,,7.056765163,,,,
15.25,71.75,2023,244,4.02,,7.814930016,,,,
15.25,72.25,2023,244,4.46,,8.67029549,,,,
15.25,72.75,2023,244,4.84,,9.409020218,,,,
15.25,73.25,2023,244,5.05,,9.81726283,,,,
15.75,69.25,2023,244,3.56,,6.920684292,,,,
15.75,69.75,2023,244,3.52,,6.842923795,,,,
15.75,70.25,2023,244,3.49,,6.784603421,,,,
15.75,70.75,2023,244,3.47,,6.745723173,,,,
15.75,71.25,2023,244,3.59,,6.979004666,,,,
15.75,71.75,2023,244,4.02,,7.814930016,,,,
15.75,72.25,2023,244,4.49,,8.728615863,,,,
15.75,72.75,2023,244,4.89,,9.50622084,,,,
15.75,73.25,2023,244,5.14,,9.99222395,,,,
16.25,69.25,2023,244,3.22,,6.259720062,,,,
16.25,69.75,2023,244,3.22,,6.259720062,,,,
16.25,70.25,2023,244,3.25,,6.318040435,,,,
16.25,70.75,2023,244,3.3,,6.415241058,,,,
16.25,71.25,2023,244,3.54,,6.881804044,,,,
16.25,71.75,2023,244,4.03,,7.83437014,,,,
16.25,72.25,2023,244,4.51,,8.767496112,,,,
16.25,72.75,2023,244,5.04,,9.797822706,,,,
16.25,73.25,2023,244,5.42,,10.53654743,,,,
16.75,69.25,2023,244,2.99,,5.812597201,,,,
16.75,69.75,2023,244,2.9,,5.637636081,,,,
16.75,70.25,2023,244,2.91,,5.657076205,,,,
16.75,70.75,2023,244,3.05,,5.929237947,,,,
16.75,71.25,2023,244,3.42,,6.648522551,,,,
16.75,71.75,2023,244,4.02,,7.814930016,,,,
16.75,72.25,2023,244,4.57,,8.884136858,,,,
16.75,72.75,2023,244,5.25,,10.20606532,,,,
16.75,73.25,2023,244,5.77,,11.21695179,,,,
17.25,69.25,2023,244,2.8,,5.443234837,,,,
17.25,69.75,2023,244,2.64,,5.132192846,,,,
17.25,70.25,2023,244,2.59,,5.034992224,,,,
17.25,70.75,2023,244,2.74,,5.32659409,,,,
17.25,71.25,2023,244,3.28,,6.376360809,7.950316596,Sep-02,nil,11.81959565
17.25,71.75,2023,244,4.09,,7.951010886,,,,
17.25,72.25,2023,244,4.75,,9.234059098,,,,
17.25,72.75,2023,244,5.42,,10.53654743,,,,
17.25,73.25,2023,244,5.82,,11.31415241,,,,
17.75,69.25,2023,244,2.68,,5.209953344,,,,
17.75,69.75,2023,244,2.5,,4.860031104,,,,
17.75,70.25,2023,244,2.36,,4.587869362,,,,
17.75,70.75,2023,244,2.5,,4.860031104,,,,
17.75,71.25,2023,244,3.32,,6.454121306,,,,
17.75,71.75,2023,244,4.25,,8.262052877,,,,
17.75,72.25,2023,244,5,,9.720062208,,,,
17.75,72.75,2023,244,5.5,,10.69206843,,,,
17.75,73.25,2023,244,5.51,,10.71150855,,,,
18.25,69.25,2023,244,2.5,,4.860031104,,,,
18.25,69.75,2023,244,2.37,,4.607309487,,,,
18.25,70.25,2023,244,2.28,,4.432348367,,,,
18.25,70.75,2023,244,2.52,,4.898911353,,,,
18.25,71.25,2023,244,3.48,,6.765163297,,,,
18.25,71.75,2023,244,4.33,,8.417573872,,,,
18.25,72.25,2023,244,5.15,,10.01166407,,,,
18.25,72.75,2023,244,5.44,,10.57542768,,,,
18.25,73.25,2023,244,5.03,,9.778382582,,,,
18.75,69.25,2023,244,2.41,,4.685069984,,,,
18.75,69.75,2023,244,2.25,,4.374027994,,,,
18.75,70.25,2023,244,2.28,,4.432348367,,,,
18.75,70.75,2023,244,2.66,,5.171073095,,,,
18.75,71.25,2023,244,3.56,,6.920684292,,,,
18.75,71.75,2023,244,4.22,,8.203732504,,,,
18.75,72.25,2023,244,5.06,,9.836702955,,,,
18.75,72.75,2023,244,5.22,,10.14774495,,,,
18.75,73.25,2023,244,4.58,,8.903576983,,,,
19.25,69.25,2023,244,2.46,,4.782270607,,,,
19.25,69.75,2023,244,2.25,,4.374027994,,,,
19.25,70.25,2023,244,2.34,,4.548989114,,,,
19.25,70.75,2023,244,2.8,,5.443234837,,,,
19.25,71.25,2023,244,3.53,,6.862363919,,,,
19.25,71.75,2023,244,4.01,,7.795489891,,,,
19.25,72.25,2023,244,4.79,,9.311819596,,,,
19.25,72.75,2023,244,4.88,,9.486780715,,,,
19.25,73.25,2023,244,4.16,,8.087091757,,,,
19.75,69.25,2023,244,2.65,,5.15163297,,,,
19.75,69.75,2023,244,2.47,,4.801710731,,,,
19.75,70.25,2023,244,2.65,,5.15163297,,,,
19.75,70.75,2023,244,3.14,,6.104199067,,,,
19.75,71.25,2023,244,3.7,,7.192846034,,,,
19.75,71.75,2023,244,3.9,,7.581648523,,,,
19.75,72.25,2023,244,4.52,,8.786936236,,,,
19.75,72.75,2023,244,4.5,,8.748055988,,,,
19.75,73.25,2023,244,3.76,,7.309486781,,,,
11.25,69.25,2023,245,5.99,,11.64463453,,,,
11.25,69.75,2023,245,5.4,,10.49766719,,,,
11.25,70.25,2023,245,4.79,,9.311819596,,,,
11.25,70.75,2023,245,4.39,,8.534214619,,,,
11.25,71.25,2023,245,4.46,,8.67029549,,,,
11.25,71.75,2023,245,4.91,,9.545101089,,,,
11.25,72.25,2023,245,5.4,,10.49766719,,,,
11.25,72.75,2023,245,5.82,,11.31415241,,,,
11.25,73.25,2023,245,6.08,,11.81959565,,,,
11.75,69.25,2023,245,5.66,,11.00311042,,,,
11.75,69.75,2023,245,5.21,,10.12830482,,,,
11.75,70.25,2023,245,4.65,,9.039657854,,,,
11.75,70.75,2023,245,4.13,,8.028771384,,,,
11.75,71.25,2023,245,3.82,,7.426127527,,,,
11.75,71.75,2023,245,3.91,,7.601088647,,,,
11.75,72.25,2023,245,4.18,,8.125972006,,,,
11.75,72.75,2023,245,4.51,,8.767496112,,,,
11.75,73.25,2023,245,4.8,,9.33125972,,,,
12.25,69.25,2023,245,5.23,,10.16718507,,,,
12.25,69.75,2023,245,4.9,,9.525660964,,,,
12.25,70.25,2023,245,4.51,,8.767496112,,,,
12.25,70.75,2023,245,4.12,,8.00933126,,,,
12.25,71.25,2023,245,3.81,,7.406687403,,,,
12.25,71.75,2023,245,3.57,,6.940124417,,,,
12.25,72.25,2023,245,3.53,,6.862363919,,,,
12.25,72.75,2023,245,3.65,,7.095645412,,,,
12.25,73.25,2023,245,3.88,,7.542768274,,,,
12.75,69.25,2023,245,4.81,,9.350699844,,,,
12.75,69.75,2023,245,4.6,,8.942457232,,,,
12.75,70.25,2023,245,4.39,,8.534214619,,,,
12.75,70.75,2023,245,4.2,,8.164852255,,,,
12.75,71.25,2023,245,4.04,,7.853810264,,,,
12.75,71.75,2023,245,3.84,,7.465007776,,,,
12.75,72.25,2023,245,3.66,,7.115085537,,,,
12.75,72.75,2023,245,3.64,,7.076205288,,,,
12.75,73.25,2023,245,3.75,,7.290046656,,,,
13.25,69.25,2023,245,4.37,,8.49533437,,,,
13.25,69.75,2023,245,4.24,,8.242612753,,,,
13.25,70.25,2023,245,4.19,,8.145412131,,,,
13.25,70.75,2023,245,4.2,,8.164852255,,,,
13.25,71.25,2023,245,4.25,,8.262052877,,,,
13.25,71.75,2023,245,4.23,,8.223172628,,,,
13.25,72.25,2023,245,4.15,,8.067651633,,,,
13.25,72.75,2023,245,4.12,,8.00933126,,,,
13.25,73.25,2023,245,4.16,,8.087091757,,,,
13.75,69.25,2023,245,3.99,,7.756609642,,,,
13.75,69.75,2023,245,3.95,,7.678849145,,,,
13.75,70.25,2023,245,4.04,,7.853810264,,,,
13.75,70.75,2023,245,4.2,,8.164852255,,,,
13.75,71.25,2023,245,4.39,,8.534214619,,,,
13.75,71.75,2023,245,4.46,,8.67029549,,,,
13.75,72.25,2023,245,4.52,,8.786936236,,,,
13.75,72.75,2023,245,4.56,,8.864696734,,,,
13.75,73.25,2023,245,4.57,,8.884136858,,,,
14.25,69.25,2023,245,3.82,,7.426127527,,,,
14.25,69.75,2023,245,3.86,,7.503888025,,,,
14.25,70.25,2023,245,4,,7.776049767,,,,
14.25,70.75,2023,245,4.2,,8.164852255,,,,
14.25,71.25,2023,245,4.43,,8.611975117,,,,
14.25,71.75,2023,245,4.56,,8.864696734,,,,
14.25,72.25,2023,245,4.71,,9.1562986,,,,
14.25,72.75,2023,245,4.8,,9.33125972,,,,
14.25,73.25,2023,245,4.84,,9.409020218,8.378867196,Sep-03,nil,13.88024883
14.75,69.25,2023,245,3.79,,7.367807154,,,,
14.75,69.75,2023,245,3.91,,7.601088647,,,,
14.75,70.25,2023,245,4.07,,7.912130638,,,,
14.75,70.75,2023,245,4.23,,8.223172628,,,,
14.75,71.25,2023,245,4.41,,8.573094868,,,,
14.75,71.75,2023,245,4.61,,8.961897356,,,,
14.75,72.25,2023,245,4.79,,9.311819596,,,,
14.75,72.75,2023,245,4.91,,9.545101089,,,,
14.75,73.25,2023,245,4.95,,9.622861586,,,,
15.25,69.25,2023,245,3.7,,7.192846034,,,,
15.25,69.75,2023,245,3.91,,7.601088647,,,,
15.25,70.25,2023,245,4.12,,8.00933126,,,,
15.25,70.75,2023,245,4.31,,8.378693624,,,,
15.25,71.25,2023,245,4.46,,8.67029549,,,,
15.25,71.75,2023,245,4.66,,9.059097978,,,,
15.25,72.25,2023,245,4.79,,9.311819596,,,,
15.25,72.75,2023,245,4.91,,9.545101089,,,,
15.25,73.25,2023,245,4.91,,9.545101089,,,,
15.75,69.25,2023,245,3.65,,7.095645412,,,,
15.75,69.75,2023,245,3.83,,7.445567652,,,,
15.75,70.25,2023,245,4.06,,7.892690513,,,,
15.75,70.75,2023,245,4.32,,8.398133748,,,,
15.75,71.25,2023,245,4.52,,8.786936236,,,,
15.75,71.75,2023,245,4.7,,9.136858476,,,,
15.75,72.25,2023,245,4.79,,9.311819596,,,,
15.75,72.75,2023,245,4.89,,9.50622084,,,,
15.75,73.25,2023,245,4.9,,9.525660964,,,,
16.25,69.25,2023,245,3.73,,7.251166407,,,,
16.25,69.75,2023,245,3.79,,7.367807154,,,,
16.25,70.25,2023,245,3.96,,7.698289269,,,,
16.25,70.75,2023,245,4.23,,8.223172628,,,,
16.25,71.25,2023,245,4.48,,8.709175739,,,,
16.25,71.75,2023,245,4.64,,9.020217729,,,,
16.25,72.25,2023,245,4.79,,9.311819596,,,,
16.25,72.75,2023,245,4.95,,9.622861586,,,,
16.25,73.25,2023,245,5.04,,9.797822706,,,,
16.75,69.25,2023,245,3.79,,7.367807154,,,,
16.75,69.75,2023,245,3.74,,7.270606532,,,,
16.75,70.25,2023,245,3.86,,7.503888025,,,,
16.75,70.75,2023,245,4.09,,7.951010886,,,,
16.75,71.25,2023,245,4.25,,8.262052877,,,,
16.75,71.75,2023,245,4.42,,8.592534992,,,,
16.75,72.25,2023,245,4.68,,9.097978227,,,,
16.75,72.75,2023,245,4.97,,9.661741835,,,,
16.75,73.25,2023,245,5.21,,10.12830482,,,,
17.25,69.25,2023,245,3.71,,7.212286159,,,,
17.25,69.75,2023,245,3.63,,7.056765163,,,,
17.25,70.25,2023,245,3.71,,7.212286159,,,,
17.25,70.75,2023,245,3.89,,7.562208398,,,,
17.25,71.25,2023,245,3.95,,7.678849145,,,,
17.25,71.75,2023,245,4.17,,8.106531882,,,,
17.25,72.25,2023,245,4.5,,8.748055988,,,,
17.25,72.75,2023,245,4.91,,9.545101089,,,,
17.25,73.25,2023,245,5.31,,10.32270607,,,,
17.75,69.25,2023,245,3.55,,6.901244168,,,,
17.75,69.75,2023,245,3.53,,6.862363919,,,,
17.75,70.25,2023,245,3.62,,7.037325039,,,,
17.75,70.75,2023,245,3.73,,7.251166407,,,,
17.75,71.25,2023,245,3.75,,7.290046656,,,,
17.75,71.75,2023,245,4,,7.776049767,,,,
17.75,72.25,2023,245,4.34,,8.437013997,,,,
17.75,72.75,2023,245,4.75,,9.234059098,,,,
17.75,73.25,2023,245,5.21,,10.12830482,,,,
18.25,69.25,2023,245,3.35,,6.51244168,,,,
18.25,69.75,2023,245,3.42,,6.648522551,,,,
18.25,70.25,2023,245,3.54,,6.881804044,,,,
18.25,70.75,2023,245,3.63,,7.056765163,,,,
18.25,71.25,2023,245,3.62,,7.037325039,,,,
18.25,71.75,2023,245,3.85,,7.4844479,,,,
18.25,72.25,2023,245,4.19,,8.145412131,,,,
18.25,72.75,2023,245,4.55,,8.84525661,,,,
18.25,73.25,2023,245,4.99,,9.700622084,,,,
18.75,69.25,2023,245,3.27,,6.356920684,,,,
18.75,69.75,2023,245,3.31,,6.434681182,,,,
18.75,70.25,2023,245,3.41,,6.629082426,,,,
18.75,70.75,2023,245,3.51,,6.82348367,,,,
18.75,71.25,2023,245,3.58,,6.959564541,,,,
18.75,71.75,2023,245,3.77,,7.328926905,,,,
18.75,72.25,2023,245,4.16,,8.087091757,,,,
18.75,72.75,2023,245,4.56,,8.864696734,,,,
18.75,73.25,2023,245,4.96,,9.642301711,,,,
19.25,69.25,2023,245,3.3,,6.415241058,,,,
19.25,69.75,2023,245,3.24,,6.298600311,,,,
19.25,70.25,2023,245,3.3,,6.415241058,,,,
19.25,70.75,2023,245,3.44,,6.687402799,,,,
19.25,71.25,2023,245,3.66,,7.115085537,,,,
19.25,71.75,2023,245,3.78,,7.34836703,,,,
19.25,72.25,2023,245,4.24,,8.242612753,,,,
19.25,72.75,2023,245,4.7,,9.136858476,,,,
19.25,73.25,2023,245,4.98,,9.68118196,,,,
19.75,69.25,2023,245,3.3,,6.415241058,,,,
19.75,69.75,2023,245,3.25,,6.318040435,,,,
19.75,70.25,2023,245,3.37,,6.551321928,,,,
19.75,70.75,2023,245,3.6,,6.99844479,,,,
19.75,71.25,2023,245,3.89,,7.562208398,,,,
19.75,71.75,2023,245,3.9,,7.581648523,,,,
19.75,72.25,2023,245,4.33,,8.417573872,,,,
19.75,72.75,2023,245,4.69,,9.117418351,,,,
19.75,73.25,2023,245,4.78,,9.292379471,,,,
11.25,69.25,2023,246,5.16,,10.0311042,,,,
11.25,69.75,2023,246,4.95,,9.622861586,,,,
11.25,70.25,2023,246,4.86,,9.447900467,,,,
11.25,70.75,2023,246,4.97,,9.661741835,,,,
11.25,71.25,2023,246,5.67,,11.02255054,,,,
11.25,71.75,2023,246,6.16,,11.97511664,,,,
11.25,72.25,2023,246,6.48,,12.59720062,,,,
11.25,72.75,2023,246,6.81,,13.23872473,,,,
11.25,73.25,2023,246,7.14,,13.88024883,,,,
11.75,69.25,2023,246,5.08,,9.875583204,,,,
11.75,69.75,2023,246,4.77,,9.272939347,,,,
11.75,70.25,2023,246,4.44,,8.631415241,,,,
11.75,70.75,2023,246,4.19,,8.145412131,8.590278549,Sep-04,nil,11.7807154
11.75,71.25,2023,246,4.38,,8.514774495,,,,
11.75,71.75,2023,246,4.54,,8.825816485,,,,
11.75,72.25,2023,246,4.82,,9.370139969,,,,
11.75,72.75,2023,246,5.16,,10.0311042,,,,
11.75,73.25,2023,246,5.61,,10.9059098,,,,
12.25,69.25,2023,246,4.74,,9.214618974,,,,
12.25,69.75,2023,246,4.41,,8.573094868,,,,
12.25,70.25,2023,246,4.1,,7.970451011,,,,
12.25,70.75,2023,246,3.74,,7.270606532,,,,
12.25,71.25,2023,246,3.44,,6.687402799,,,,
12.25,71.75,2023,246,3.57,,6.940124417,,,,
12.25,72.25,2023,246,3.75,,7.290046656,,,,
12.25,72.75,2023,246,3.93,,7.639968896,,,,
12.25,73.25,2023,246,4.21,,8.184292379,,,,
12.75,69.25,2023,246,4.31,,8.378693624,,,,
12.75,69.75,2023,246,3.97,,7.717729393,,,,
12.75,70.25,2023,246,3.73,,7.251166407,,,,
12.75,70.75,2023,246,3.49,,6.784603421,,,,
12.75,71.25,2023,246,3.17,,6.16251944,,,,
12.75,71.75,2023,246,3.43,,6.667962675,,,,
12.75,72.25,2023,246,3.55,,6.901244168,,,,
12.75,72.75,2023,246,3.62,,7.037325039,,,,
12.75,73.25,2023,246,3.65,,7.095645412,,,,
13.25,69.25,2023,246,4.05,,7.873250389,,,,
13.25,69.75,2023,246,3.65,,7.095645412,,,,
13.25,70.25,2023,246,3.47,,6.745723173,,,,
13.25,70.75,2023,246,3.47,,6.745723173,,,,
13.25,71.25,2023,246,3.54,,6.881804044,,,,
13.25,71.75,2023,246,3.82,,7.426127527,,,,
13.25,72.25,2023,246,3.87,,7.523328149,,,,
13.25,72.75,2023,246,3.86,,7.503888025,,,,
13.25,73.25,2023,246,3.78,,7.34836703,,,,
13.75,69.25,2023,246,3.98,,7.737169518,,,,
13.75,69.75,2023,246,3.58,,6.959564541,,,,
13.75,70.25,2023,246,3.49,,6.784603421,,,,
13.75,70.75,2023,246,3.66,,7.115085537,,,,
13.75,71.25,2023,246,3.97,,7.717729393,,,,
13.75,71.75,2023,246,4.19,,8.145412131,,,,
13.75,72.25,2023,246,4.28,,8.32037325,,,,
13.75,72.75,2023,246,4.31,,8.378693624,,,,
13.75,73.25,2023,246,4.22,,8.203732504,,,,
14.25,69.25,2023,246,3.91,,7.601088647,,,,
14.25,69.75,2023,246,3.64,,7.076205288,,,,
14.25,70.25,2023,246,3.66,,7.115085537,,,,
14.25,70.75,2023,246,3.94,,7.65940902,,,,
14.25,71.25,2023,246,4.29,,8.339813375,,,,
14.25,71.75,2023,246,4.56,,8.864696734,,,,
14.25,72.25,2023,246,4.73,,9.195178849,,,,
14.25,72.75,2023,246,4.85,,9.428460342,,,,
14.25,73.25,2023,246,4.75,,9.234059098,,,,
14.75,69.25,2023,246,3.82,,7.426127527,,,,
14.75,69.75,2023,246,3.68,,7.153965785,,,,
14.75,70.25,2023,246,3.85,,7.4844479,,,,
14.75,70.75,2023,246,4.24,,8.242612753,,,,
14.75,71.25,2023,246,4.63,,9.000777605,,,,
14.75,71.75,2023,246,4.99,,9.700622084,,,,
14.75,72.25,2023,246,5.22,,10.14774495,,,,
14.75,72.75,2023,246,5.37,,10.43934681,,,,
14.75,73.25,2023,246,5.2,,10.1088647,,,,
15.25,69.25,2023,246,3.73,,7.251166407,,,,
15.25,69.75,2023,246,3.67,,7.134525661,,,,
15.25,70.25,2023,246,3.96,,7.698289269,,,,
15.25,70.75,2023,246,4.43,,8.611975117,,,,
15.25,71.25,2023,246,4.91,,9.545101089,,,,
15.25,71.75,2023,246,5.3,,10.30326594,,,,
15.25,72.25,2023,246,5.58,,10.84758942,,,,
15.25,72.75,2023,246,5.74,,11.15863142,,,,
15.25,73.25,2023,246,5.48,,10.65318818,,,,
15.75,69.25,2023,246,3.58,,6.959564541,,,,
15.75,69.75,2023,246,3.63,,7.056765163,,,,
15.75,70.25,2023,246,4,,7.776049767,,,,
15.75,70.75,2023,246,4.49,,8.728615863,,,,
15.75,71.25,2023,246,5,,9.720062208,,,,
15.75,71.75,2023,246,5.45,,10.59486781,,,,
15.75,72.25,2023,246,5.78,,11.23639191,,,,
15.75,72.75,2023,246,5.96,,11.58631415,,,,
15.75,73.25,2023,246,5.67,,11.02255054,,,,
16.25,69.25,2023,246,3.5,,6.804043546,,,,
16.25,69.75,2023,246,3.66,,7.115085537,,,,
16.25,70.25,2023,246,4.03,,7.83437014,,,,
16.25,70.75,2023,246,4.47,,8.689735614,,,,
16.25,71.25,2023,246,4.95,,9.622861586,,,,
16.25,71.75,2023,246,5.46,,10.61430793,,,,
16.25,72.25,2023,246,5.89,,11.45023328,,,,
16.25,72.75,2023,246,6.06,,11.7807154,,,,
16.25,73.25,2023,246,5.83,,11.33359253,,,,
16.75,69.25,2023,246,3.43,,6.667962675,,,,
16.75,69.75,2023,246,3.64,,7.076205288,,,,
16.75,70.25,2023,246,4.01,,7.795489891,,,,
16.75,70.75,2023,246,4.45,,8.650855365,,,,
16.75,71.25,2023,246,4.93,,9.583981337,,,,
16.75,71.75,2023,246,5.46,,10.61430793,,,,
16.75,72.25,2023,246,5.92,,11.50855365,,,,
16.75,72.75,2023,246,6.04,,11.74183515,,,,
16.75,73.25,2023,246,5.85,,11.37247278,,,,
17.25,69.25,2023,246,3.38,,6.570762053,,,,
17.25,69.75,2023,246,3.59,,6.979004666,,,,
17.25,70.25,2023,246,3.96,,7.698289269,,,,
17.25,70.75,2023,246,4.41,,8.573094868,,,,
17.25,71.25,2023,246,4.93,,9.583981337,,,,
17.25,71.75,2023,246,5.46,,10.61430793,,,,
17.25,72.25,2023,246,5.91,,11.48911353,,,,
17.25,72.75,2023,246,5.96,,11.58631415,,,,
17.25,73.25,2023,246,5.71,,11.10031104,,,,
17.75,69.25,2023,246,3.47,,6.745723173,,,,
17.75,69.75,2023,246,3.67,,7.134525661,,,,
17.75,70.25,2023,246,3.98,,7.737169518,,,,
17.75,70.75,2023,246,4.41,,8.573094868,,,,
17.75,71.25,2023,246,4.93,,9.583981337,,,,
17.75,71.75,2023,246,5.39,,10.47822706,,,,
17.75,72.25,2023,246,5.78,,11.23639191,,,,
17.75,72.75,2023,246,5.76,,11.19751166,11.53997028,Sep-05,nil,14.98833593
17.75,73.25,2023,246,5.46,,10.61430793,,,,
18.25,69.25,2023,246,3.53,,6.862363919,,,,
18.25,69.75,2023,246,3.69,,7.17340591,,,,
18.25,70.25,2023,246,4.01,,7.795489891,,,,
18.25,70.75,2023,246,4.48,,8.709175739,,,,
18.25,71.25,2023,246,4.98,,9.68118196,,,,
18.25,71.75,2023,246,5.34,,10.38102644,,,,
18.25,72.25,2023,246,5.61,,10.9059098,,,,
18.25,72.75,2023,246,5.47,,10.63374806,,,,
18.25,73.25,2023,246,5.19,,10.08942457,,,,
18.75,69.25,2023,246,3.52,,6.842923795,,,,
18.75,69.75,2023,246,3.68,,7.153965785,,,,
18.75,70.25,2023,246,4.06,,7.892690513,,,,
18.75,70.75,2023,246,4.58,,8.903576983,,,,
18.75,71.25,2023,246,5.07,,9.856143079,,,,
18.75,71.75,2023,246,5.38,,10.45878694,,,,
18.75,72.25,2023,246,5.49,,10.6726283,,,,
18.75,72.75,2023,246,5.26,,10.22550544,,,,
18.75,73.25,2023,246,5.05,,9.81726283,,,,
19.25,69.25,2023,246,3.67,,7.134525661,,,,
19.25,69.75,2023,246,3.88,,7.542768274,,,,
19.25,70.25,2023,246,4.24,,8.242612753,,,,
19.25,70.75,2023,246,4.7,,9.136858476,,,,
19.25,71.25,2023,246,5.14,,9.99222395,,,,
