-BEGIN HEADER-,,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data,,,,,,,,,
Dates (month/day/year): 01/01/2024 through 02/29/2024,,,,,,,,,
Location: Regional,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999,,,,,,,,,
Parameter(s):,,,,,,,,,
WS10M_MAX     MERRA-2 Wind Speed at 10 Meters Maximum (m/s),,,,,,,,,
-END HEADER-,,,,,,,,,
LAT,LON,YEAR,DOY,WS10M_MAX,knots,avg,date,T,max
11.75,67.75,2024,1,5.28,10.26438569,,,,
11.75,68.25,2024,1,5.3,10.30326594,,,,
11.75,68.75,2024,1,5.49,10.6726283,,,,
11.75,69.25,2024,1,5.53,10.7503888,,,,
11.75,69.75,2024,1,5.44,10.57542768,,,,
11.75,70.25,2024,1,5.29,10.28382582,,,,
11.75,70.75,2024,1,5.1,9.914463453,,,,
11.75,71.25,2024,1,4.84,9.409020218,,,,
11.75,71.75,2024,1,4.55,8.84525661,,,,
11.75,72.25,2024,1,4.36,8.475894246,,,,
11.75,72.75,2024,1,4.04,7.853810264,,,,
11.75,73.25,2024,1,3.59,6.979004666,,,,
12.25,67.75,2024,1,5.93,11.52799378,,,,
12.25,68.25,2024,1,5.96,11.58631415,,,,
12.25,68.75,2024,1,6.11,11.87791602,,,,
12.25,69.25,2024,1,6.18,12.01399689,,,,
12.25,69.75,2024,1,6.06,11.7807154,,,,
12.25,70.25,2024,1,5.86,11.39191291,,,,
12.25,70.75,2024,1,5.61,10.9059098,,,,
12.25,71.25,2024,1,5.28,10.26438569,,,,
12.25,71.75,2024,1,4.76,9.253499222,,,,
12.25,72.25,2024,1,4.24,8.242612753,,,,
12.25,72.75,2024,1,3.96,7.698289269,,,,
12.25,73.25,2024,1,3.93,7.639968896,,,,
12.75,67.75,2024,1,6.38,12.40279938,,,,
12.75,68.25,2024,1,6.41,12.46111975,,,,
12.75,68.75,2024,1,6.48,12.59720062,,,,
12.75,69.25,2024,1,6.55,12.73328149,,,,
12.75,69.75,2024,1,6.42,12.48055988,,,,
12.75,70.25,2024,1,6.17,11.99455677,,,,
12.75,70.75,2024,1,5.84,11.35303266,,,,
12.75,71.25,2024,1,5.43,10.55598756,,,,
12.75,71.75,2024,1,4.76,9.253499222,,,,
12.75,72.25,2024,1,4.03,7.83437014,,,,
12.75,72.75,2024,1,3.67,7.134525661,,,,
12.75,73.25,2024,1,3.73,7.251166407,,,,
13.25,67.75,2024,1,6.44,12.51944012,,,,
13.25,68.25,2024,1,6.5,12.63608087,,,,
13.25,68.75,2024,1,6.55,12.73328149,,,,
13.25,69.25,2024,1,6.63,12.88880249,,,,
13.25,69.75,2024,1,6.5,12.63608087,,,,
13.25,70.25,2024,1,6.21,12.07231726,,,,
13.25,70.75,2024,1,5.79,11.25583204,,,,
13.25,71.25,2024,1,5.35,10.40046656,,,,
13.25,71.75,2024,1,4.63,9.000777605,,,,
13.25,72.25,2024,1,4.03,7.83437014,,,,
13.25,72.75,2024,1,3.69,7.17340591,,,,
13.25,73.25,2024,1,3.51,6.82348367,,,,
13.75,67.75,2024,1,6.2,12.05287714,,,,
13.75,68.25,2024,1,6.29,12.22783826,,,,
13.75,68.75,2024,1,6.41,12.46111975,,,,
13.75,69.25,2024,1,6.52,12.67496112,,,,
13.75,69.75,2024,1,6.39,12.4222395,,,,
13.75,70.25,2024,1,6.06,11.7807154,,,,
13.75,70.75,2024,1,5.65,10.9836703,,,,
13.75,71.25,2024,1,5.28,10.26438569,,,,
13.75,71.75,2024,1,4.7,9.136858476,,,,
13.75,72.25,2024,1,4.2,8.164852255,,,,
13.75,72.75,2024,1,3.87,7.523328149,,,,
13.75,73.25,2024,1,3.51,6.82348367,,,,
14.25,67.75,2024,1,5.94,11.5474339,,,,
14.25,68.25,2024,1,6.04,11.74183515,,,,
14.25,68.75,2024,1,6.23,12.11119751,,,,
14.25,69.25,2024,1,6.38,12.40279938,,,,
14.25,69.75,2024,1,6.25,12.15007776,,,,
14.25,70.25,2024,1,5.93,11.52799378,,,,
14.25,70.75,2024,1,5.54,10.76982893,,,,
14.25,71.25,2024,1,5.24,10.18662519,,,,
14.25,71.75,2024,1,4.93,9.583981337,,,,
14.25,72.25,2024,1,4.47,8.689735614,,,,
14.25,72.75,2024,1,4.07,7.912130638,,,,
14.25,73.25,2024,1,3.67,7.134525661,,,,
14.75,67.75,2024,1,5.74,11.15863142,,,,
14.75,68.25,2024,1,5.84,11.35303266,,,,
14.75,68.75,2024,1,6.04,11.74183515,,,,
14.75,69.25,2024,1,6.23,12.11119751,,,,
14.75,69.75,2024,1,6.14,11.93623639,,,,
14.75,70.25,2024,1,5.8,11.27527216,,,,
14.75,70.75,2024,1,5.34,10.38102644,,,,
14.75,71.25,2024,1,4.97,9.661741835,,,,
14.75,71.75,2024,1,4.79,9.311819596,,,,
14.75,72.25,2024,1,4.59,8.923017107,,,,
14.75,72.75,2024,1,4.43,8.611975117,,,,
14.75,73.25,2024,1,4.17,8.106531882,,,,
15.25,67.75,2024,1,5.54,10.76982893,,,,
15.25,68.25,2024,1,5.62,10.92534992,,,,
15.25,68.75,2024,1,5.84,11.35303266,,,,
15.25,69.25,2024,1,6.05,11.76127527,,,,
15.25,69.75,2024,1,5.99,11.64463453,,,,
15.25,70.25,2024,1,5.7,11.08087092,,,,
15.25,70.75,2024,1,5.22,10.14774495,,,,
15.25,71.25,2024,1,4.57,8.884136858,,,,
15.25,71.75,2024,1,4.21,8.184292379,,,,
15.25,72.25,2024,1,4.14,8.048211509,,,,
15.25,72.75,2024,1,4.21,8.184292379,,,,
15.25,73.25,2024,1,4.18,8.125972006,,,,
15.75,67.75,2024,1,5.38,10.45878694,,,,
15.75,68.25,2024,1,5.38,10.45878694,,,,
15.75,68.75,2024,1,5.59,10.86702955,,,,
15.75,69.25,2024,1,5.82,11.31415241,,,,
15.75,69.75,2024,1,5.86,11.39191291,,,,
15.75,70.25,2024,1,5.72,11.11975117,,,,
15.75,70.75,2024,1,5.32,10.34214619,,,,
15.75,71.25,2024,1,4.5,8.748055988,,,,
15.75,71.75,2024,1,4.2,8.164852255,,,,
15.75,72.25,2024,1,4.13,8.028771384,,,,
15.75,72.75,2024,1,4.21,8.184292379,,,,
15.75,73.25,2024,1,4.19,8.145412131,,,,
16.25,67.75,2024,1,5.38,10.45878694,,,,
16.25,68.25,2024,1,5.25,10.20606532,,,,
16.25,68.75,2024,1,5.31,10.32270607,,,,
16.25,69.25,2024,1,5.56,10.80870918,,,,
16.25,69.75,2024,1,5.72,11.11975117,,,,
16.25,70.25,2024,1,5.73,11.13919129,,,,
16.25,70.75,2024,1,5.48,10.65318818,,,,
16.25,71.25,2024,1,4.83,9.389580093,,,,
16.25,71.75,2024,1,4.87,9.467340591,,,,
16.25,72.25,2024,1,4.95,9.622861586,,,,
16.25,72.75,2024,1,4.95,9.622861586,,,,
16.25,73.25,2024,1,4.59,8.923017107,,,,
16.75,67.75,2024,1,5.61,10.9059098,,,,
16.75,68.25,2024,1,5.36,10.41990669,,,,
16.75,68.75,2024,1,5.2,10.1088647,,,,
16.75,69.25,2024,1,5.34,10.38102644,,,,
16.75,69.75,2024,1,5.51,10.71150855,,,,
16.75,70.25,2024,1,5.64,10.96423017,,,,
16.75,70.75,2024,1,5.6,10.88646967,,,,
16.75,71.25,2024,1,5.27,10.24494557,,,,
16.75,71.75,2024,1,5.43,10.55598756,,,,
16.75,72.25,2024,1,5.78,11.23639191,,,,
16.75,72.75,2024,1,5.68,11.04199067,,,,
16.75,73.25,2024,1,4.93,9.583981337,,,,
17.25,67.75,2024,1,5.99,11.64463453,,,,
17.25,68.25,2024,1,5.68,11.04199067,,,,
17.25,68.75,2024,1,5.38,10.45878694,,,,
17.25,69.25,2024,1,5.23,10.16718507,,,,
17.25,69.75,2024,1,5.31,10.32270607,,,,
17.25,70.25,2024,1,5.49,10.6726283,,,,
17.25,70.75,2024,1,5.61,10.9059098,,,,
17.25,71.25,2024,1,5.6,10.88646967,,,,
17.25,71.75,2024,1,5.86,11.39191291,,,,
17.25,72.25,2024,1,6.43,12.5,,,,
17.25,72.75,2024,1,6.1,11.85847589,,,,
17.25,73.25,2024,1,4.93,9.583981337,,,,
17.75,67.75,2024,1,6.41,12.46111975,,,,
17.75,68.25,2024,1,6.11,11.87791602,,,,
17.75,68.75,2024,1,5.77,11.21695179,,,,
17.75,69.25,2024,1,5.38,10.45878694,,,,
17.75,69.75,2024,1,5.29,10.28382582,,,,
17.75,70.25,2024,1,5.41,10.51710731,,,,
17.75,70.75,2024,1,5.62,10.92534992,,,,
17.75,71.25,2024,1,5.71,11.10031104,,,,
17.75,71.75,2024,1,6.11,11.87791602,,,,
17.75,72.25,2024,1,6.79,13.19984448,,,,
17.75,72.75,2024,1,6.14,11.93623639,,,,
17.75,73.25,2024,1,4.59,8.923017107,,,,
18.25,67.75,2024,1,6.7,13.02488336,,,,
18.25,68.25,2024,1,6.47,12.5777605,,,,
18.25,68.75,2024,1,6.16,11.97511664,,,,
18.25,69.25,2024,1,5.7,11.08087092,,,,
18.25,69.75,2024,1,5.4,10.49766719,,,,
18.25,70.25,2024,1,5.44,10.57542768,,,,
18.25,70.75,2024,1,5.72,11.11975117,,,,
18.25,71.25,2024,1,5.93,11.52799378,,,,
18.25,71.75,2024,1,6.25,12.15007776,,,,
18.25,72.25,2024,1,6.88,13.3748056,,,,
18.25,72.75,2024,1,6.19,12.03343701,,,,
18.25,73.25,2024,1,4.66,9.059097978,,,,
18.75,67.75,2024,1,6.81,13.23872473,,,,
18.75,68.25,2024,1,6.64,12.90824261,,,,
18.75,68.75,2024,1,6.4,12.44167963,,,,
18.75,69.25,2024,1,5.93,11.52799378,,,,
18.75,69.75,2024,1,5.54,10.76982893,,,,
18.75,70.25,2024,1,5.54,10.76982893,,,,
18.75,70.75,2024,1,5.91,11.48911353,,,,
18.75,71.25,2024,1,6.3,12.24727838,,,,
18.75,71.75,2024,1,6.58,12.79160187,,,,
18.75,72.25,2024,1,6.9,13.41368585,,,,
18.75,72.75,2024,1,6.1,11.85847589,,,,
18.75,73.25,2024,1,4.71,9.1562986,,,,
19.25,67.75,2024,1,6.82,13.25816485,,,,
19.25,68.25,2024,1,6.65,12.92768274,,,,
19.25,68.75,2024,1,6.5,12.63608087,,,,
19.25,69.25,2024,1,6.19,12.03343701,,,,
19.25,69.75,2024,1,5.84,11.35303266,,,,
19.25,70.25,2024,1,5.76,11.19751166,,,,
19.25,70.75,2024,1,6.03,11.72239502,,,,
19.25,71.25,2024,1,6.54,12.71384137,,,,
19.25,71.75,2024,1,6.9,13.41368585,,,,
19.25,72.25,2024,1,6.82,13.25816485,,,,
19.25,72.75,2024,1,5.75,11.17807154,,,,
19.25,73.25,2024,1,4.38,8.514774495,,,,
10.25,67.75,2024,2,5.3,10.30326594,10.44915214,Jan-02,nil,15.31881804
10.25,68.25,2024,2,4.71,9.1562986,,,,
10.25,68.75,2024,2,4.14,8.048211509,,,,
10.25,69.25,2024,2,3.53,6.862363919,,,,
10.25,69.75,2024,2,3.07,5.968118196,,,,
10.25,70.25,2024,2,2.7,5.248833593,,,,
10.25,70.75,2024,2,2.36,4.587869362,,,,
10.25,71.25,2024,2,1.99,3.868584759,,,,
10.25,71.75,2024,2,1.84,3.576982893,,,,
10.25,72.25,2024,2,2,3.888024883,,,,
10.25,72.75,2024,2,2.11,4.101866252,,,,
10.25,73.25,2024,2,2.1,4.082426128,,,,
10.75,67.75,2024,2,5.36,10.41990669,,,,
10.75,68.25,2024,2,4.86,9.447900467,,,,
10.75,68.75,2024,2,4.41,8.573094868,,,,
10.75,69.25,2024,2,3.91,7.601088647,,,,
10.75,69.75,2024,2,3.42,6.648522551,,,,
10.75,70.25,2024,2,2.94,5.715396579,,,,
10.75,70.75,2024,2,2.52,4.898911353,,,,
10.75,71.25,2024,2,2.27,4.412908243,,,,
10.75,71.75,2024,2,2.13,4.140746501,,,,
10.75,72.25,2024,2,2.18,4.237947123,,,,
10.75,72.75,2024,2,2.28,4.432348367,,,,
10.75,73.25,2024,2,2.35,4.568429238,,,,
11.25,67.75,2024,2,5.44,10.57542768,,,,
11.25,68.25,2024,2,4.97,9.661741835,,,,
11.25,68.75,2024,2,4.6,8.942457232,,,,
11.25,69.25,2024,2,4.31,8.378693624,,,,
11.25,69.75,2024,2,4,7.776049767,,,,
11.25,70.25,2024,2,3.63,7.056765163,,,,
11.25,70.75,2024,2,3.23,6.279160187,,,,
11.25,71.25,2024,2,2.86,5.559875583,,,,
11.25,71.75,2024,2,2.7,5.248833593,,,,
11.25,72.25,2024,2,2.86,5.559875583,,,,
11.25,72.75,2024,2,3.01,5.851477449,,,,
11.25,73.25,2024,2,2.95,5.734836703,,,,
11.75,67.75,2024,2,5.56,10.80870918,,,,
11.75,68.25,2024,2,5.14,9.99222395,,,,
11.75,68.75,2024,2,4.83,9.389580093,,,,
11.75,69.25,2024,2,4.75,9.234059098,,,,
11.75,69.75,2024,2,4.6,8.942457232,,,,
11.75,70.25,2024,2,4.32,8.398133748,,,,
11.75,70.75,2024,2,3.94,7.65940902,,,,
11.75,71.25,2024,2,3.55,6.901244168,,,,
11.75,71.75,2024,2,3.33,6.473561431,,,,
11.75,72.25,2024,2,3.33,6.473561431,,,,
11.75,72.75,2024,2,3.4,6.609642302,,,,
11.75,73.25,2024,2,3.31,6.434681182,,,,
12.25,67.75,2024,2,5.82,11.31415241,,,,
12.25,68.25,2024,2,5.43,10.55598756,,,,
12.25,68.75,2024,2,5.19,10.08942457,,,,
12.25,69.25,2024,2,5.22,10.14774495,,,,
12.25,69.75,2024,2,5.11,9.933903577,,,,
12.25,70.25,2024,2,4.88,9.486780715,,,,
12.25,70.75,2024,2,4.55,8.84525661,,,,
12.25,71.25,2024,2,4.24,8.242612753,,,,
12.25,71.75,2024,2,3.98,7.737169518,,,,
12.25,72.25,2024,2,3.79,7.367807154,,,,
12.25,72.75,2024,2,3.69,7.17340591,,,,
12.25,73.25,2024,2,3.58,6.959564541,,,,
12.75,67.75,2024,2,6.07,11.80015552,,,,
12.75,68.25,2024,2,5.71,11.10031104,,,,
12.75,68.75,2024,2,5.45,10.59486781,,,,
12.75,69.25,2024,2,5.51,10.71150855,,,,
12.75,69.75,2024,2,5.44,10.57542768,,,,
12.75,70.25,2024,2,5.25,10.20606532,,,,
12.75,70.75,2024,2,4.99,9.700622084,,,,
12.75,71.25,2024,2,4.73,9.195178849,,,,
12.75,71.75,2024,2,4.48,8.709175739,,,,
12.75,72.25,2024,2,4.29,8.339813375,,,,
12.75,72.75,2024,2,4.1,7.970451011,,,,
12.75,73.25,2024,2,3.86,7.503888025,,,,
13.25,67.75,2024,2,6.12,11.89735614,,,,
13.25,68.25,2024,2,5.85,11.37247278,,,,
13.25,68.75,2024,2,5.58,10.84758942,,,,
13.25,69.25,2024,2,5.64,10.96423017,,,,
13.25,69.75,2024,2,5.62,10.92534992,,,,
13.25,70.25,2024,2,5.49,10.6726283,,,,
13.25,70.75,2024,2,5.28,10.26438569,,,,
13.25,71.25,2024,2,5.04,9.797822706,,,,
13.25,71.75,2024,2,4.82,9.370139969,,,,
13.25,72.25,2024,2,4.67,9.078538103,,,,
13.25,72.75,2024,2,4.48,8.709175739,,,,
13.25,73.25,2024,2,4.19,8.145412131,,,,
13.75,67.75,2024,2,6.07,11.80015552,,,,
13.75,68.25,2024,2,5.88,11.43079316,,,,
13.75,68.75,2024,2,5.64,10.96423017,,,,
13.75,69.25,2024,2,5.71,11.10031104,,,,
13.75,69.75,2024,2,5.69,11.06143079,,,,
13.75,70.25,2024,2,5.59,10.86702955,,,,
13.75,70.75,2024,2,5.41,10.51710731,,,,
13.75,71.25,2024,2,5.25,10.20606532,,,,
13.75,71.75,2024,2,5.07,9.856143079,,,,
13.75,72.25,2024,2,4.88,9.486780715,,,,
13.75,72.75,2024,2,4.75,9.234059098,,,,
13.75,73.25,2024,2,4.62,8.981337481,,,,
14.25,67.75,2024,2,5.92,11.50855365,,,,
14.25,68.25,2024,2,5.78,11.23639191,,,,
14.25,68.75,2024,2,5.62,10.92534992,,,,
14.25,69.25,2024,2,5.69,11.06143079,,,,
14.25,69.75,2024,2,5.71,11.10031104,,,,
14.25,70.25,2024,2,5.63,10.94479005,,,,
14.25,70.75,2024,2,5.49,10.6726283,,,,
14.25,71.25,2024,2,5.38,10.45878694,,,,
14.25,71.75,2024,2,5.24,10.18662519,,,,
14.25,72.25,2024,2,5.01,9.739502333,,,,
14.25,72.75,2024,2,4.93,9.583981337,,,,
14.25,73.25,2024,2,4.94,9.603421462,,,,
14.75,67.75,2024,2,5.75,11.17807154,,,,
14.75,68.25,2024,2,5.63,10.94479005,,,,
14.75,68.75,2024,2,5.51,10.71150855,,,,
14.75,69.25,2024,2,5.63,10.94479005,,,,
14.75,69.75,2024,2,5.74,11.15863142,,,,
14.75,70.25,2024,2,5.74,11.15863142,,,,
14.75,70.75,2024,2,5.64,10.96423017,,,,
14.75,71.25,2024,2,5.51,10.71150855,,,,
14.75,71.75,2024,2,5.36,10.41990669,,,,
14.75,72.25,2024,2,5.2,10.1088647,,,,
14.75,72.75,2024,2,5.1,9.914463453,,,,
14.75,73.25,2024,2,4.87,9.467340591,,,,
15.25,67.75,2024,2,5.66,11.00311042,,,,
15.25,68.25,2024,2,5.53,10.7503888,,,,
15.25,68.75,2024,2,5.44,10.57542768,,,,
15.25,69.25,2024,2,5.62,10.92534992,,,,
15.25,69.75,2024,2,5.82,11.31415241,,,,
15.25,70.25,2024,2,5.91,11.48911353,,,,
15.25,70.75,2024,2,5.87,11.41135303,,,,
15.25,71.25,2024,2,5.73,11.13919129,,,,
15.25,71.75,2024,2,5.6,10.88646967,,,,
15.25,72.25,2024,2,5.59,10.86702955,,,,
15.25,72.75,2024,2,5.35,10.40046656,,,,
15.25,73.25,2024,2,4.73,9.195178849,,,,
15.75,67.75,2024,2,5.72,11.11975117,,,,
15.75,68.25,2024,2,5.59,10.86702955,,,,
15.75,68.75,2024,2,5.54,10.76982893,,,,
15.75,69.25,2024,2,5.69,11.06143079,,,,
15.75,69.75,2024,2,5.9,11.46967341,,,,
15.75,70.25,2024,2,6.03,11.72239502,,,,
15.75,70.75,2024,2,6.04,11.74183515,,,,
15.75,71.25,2024,2,6,11.66407465,,,,
15.75,71.75,2024,2,6.02,11.7029549,,,,
15.75,72.25,2024,2,6.04,11.74183515,,,,
15.75,72.75,2024,2,5.75,11.17807154,,,,
15.75,73.25,2024,2,5.14,9.99222395,,,,
16.25,67.75,2024,2,5.97,11.60575428,,,,
16.25,68.25,2024,2,5.83,11.33359253,,,,
16.25,68.75,2024,2,5.75,11.17807154,,,,
16.25,69.25,2024,2,5.81,11.29471229,,,,
16.25,69.75,2024,2,5.95,11.56687403,,,,
16.25,70.25,2024,2,6.07,11.80015552,,,,
16.25,70.75,2024,2,6.16,11.97511664,,,,
16.25,71.25,2024,2,6.26,12.16951788,,,,
16.25,71.75,2024,2,6.43,12.5,,,,
16.25,72.25,2024,2,6.59,12.81104199,,,,
16.25,72.75,2024,2,6.44,12.51944012,,,,
16.25,73.25,2024,2,5.92,11.50855365,,,,
16.75,67.75,2024,2,6.43,12.5,,,,
16.75,68.25,2024,2,6.29,12.22783826,,,,
16.75,68.75,2024,2,6.19,12.03343701,,,,
16.75,69.25,2024,2,6.12,11.89735614,,,,
16.75,69.75,2024,2,6.08,11.81959565,,,,
16.75,70.25,2024,2,6.11,11.87791602,,,,
16.75,70.75,2024,2,6.25,12.15007776,,,,
16.75,71.25,2024,2,6.55,12.73328149,,,,
16.75,71.75,2024,2,6.82,13.25816485,,,,
16.75,72.25,2024,2,7.25,14.0940902,,,,
16.75,72.75,2024,2,7.11,13.82192846,,,,
16.75,73.25,2024,2,6.3,12.24727838,,,,
17.25,67.75,2024,2,6.89,13.39424572,,,,
17.25,68.25,2024,2,6.79,13.19984448,,,,
17.25,68.75,2024,2,6.71,13.04432348,,,,
17.25,69.25,2024,2,6.56,12.75272162,,,,
17.25,69.75,2024,2,6.38,12.40279938,,,,
17.25,70.25,2024,2,6.26,12.16951788,,,,
17.25,70.75,2024,2,6.33,12.30559876,,,,
17.25,71.25,2024,2,6.69,13.00544323,,,,
17.25,71.75,2024,2,7.09,13.78304821,,,,
17.25,72.25,2024,2,7.74,15.0466563,,,,
17.25,72.75,2024,2,7.34,14.26905132,,,,
17.25,73.25,2024,2,5.94,11.5474339,,,,
17.75,67.75,2024,2,7.2,13.99688958,,,,
17.75,68.25,2024,2,7.11,13.82192846,,,,
17.75,68.75,2024,2,7.04,13.68584759,,,,
17.75,69.25,2024,2,6.88,13.3748056,,,,
17.75,69.75,2024,2,6.66,12.94712286,,,,
17.75,70.25,2024,2,6.45,12.53888025,,,,
17.75,70.75,2024,2,6.38,12.40279938,,,,
17.75,71.25,2024,2,6.62,12.86936236,,,,
17.75,71.75,2024,2,7.12,13.84136858,,,,
17.75,72.25,2024,2,7.88,15.31881804,,,,
17.75,72.75,2024,2,7.1,13.80248834,,,,
17.75,73.25,2024,2,5.1,9.914463453,,,,
18.25,67.75,2024,2,7.3,14.19129082,,,,
18.25,68.25,2024,2,7.26,14.11353033,,,,
18.25,68.75,2024,2,7.18,13.95800933,,,,
18.25,69.25,2024,2,6.98,13.56920684,,,,
18.25,69.75,2024,2,6.71,13.04432348,,,,
18.25,70.25,2024,2,6.45,12.53888025,,,,
18.25,70.75,2024,2,6.29,12.22783826,,,,
18.25,71.25,2024,2,6.41,12.46111975,,,,
18.25,71.75,2024,2,6.9,13.41368585,,,,
18.25,72.25,2024,2,7.65,14.87169518,,,,
18.25,72.75,2024,2,6.61,12.84992224,,,,
18.25,73.25,2024,2,4.38,8.514774495,,,,
18.75,67.75,2024,2,7.25,14.0940902,,,,
18.75,68.25,2024,2,7.27,14.13297045,,,,
18.75,68.75,2024,2,7.22,14.03576983,,,,
18.75,69.25,2024,2,6.94,13.49144635,,,,
18.75,69.75,2024,2,6.64,12.90824261,,,,
18.75,70.25,2024,2,6.32,12.28615863,,,,
18.75,70.75,2024,2,6.06,11.7807154,,,,
18.75,71.25,2024,2,6.06,11.7807154,,,,
18.75,71.75,2024,2,6.54,12.71384137,,,,
18.75,72.25,2024,2,7.2,13.99688958,,,,
18.75,72.75,2024,2,6.1,11.85847589,,,,
18.75,73.25,2024,2,3.95,7.678849145,,,,
19.25,67.75,2024,2,7.19,13.97744946,,,,
19.25,68.25,2024,2,7.26,14.11353033,,,,
19.25,68.75,2024,2,7.27,14.13297045,,,,
19.25,69.25,2024,2,6.99,13.58864697,,,,
19.25,69.75,2024,2,6.76,13.14152411,,,,
19.25,70.25,2024,2,6.45,12.53888025,,,,
19.25,70.75,2024,2,6.06,11.7807154,,,,
19.25,71.25,2024,2,5.74,11.15863142,,,,
19.25,71.75,2024,2,6.01,11.68351477,,,,
19.25,72.25,2024,2,6.56,12.75272162,,,,
19.25,72.75,2024,2,5.65,10.9836703,,,,
19.25,73.25,2024,2,3.83,7.445567652,,,,
10.25,67.75,2024,3,5.47,10.63374806,10.1107405,Jan-03,nil,14.69673406
10.25,68.25,2024,3,5.25,10.20606532,,,,
10.25,68.75,2024,3,5.31,10.32270607,,,,
10.25,69.25,2024,3,5.05,9.81726283,,,,
10.25,69.75,2024,3,4.7,9.136858476,,,,
10.25,70.25,2024,3,4.46,8.67029549,,,,
10.25,70.75,2024,3,4.37,8.49533437,,,,
10.25,71.25,2024,3,4.21,8.184292379,,,,
10.25,71.75,2024,3,4.11,7.989891135,,,,
10.25,72.25,2024,3,3.92,7.620528771,,,,
10.25,72.75,2024,3,3.6,6.99844479,,,,
10.25,73.25,2024,3,3.26,6.33748056,,,,
10.75,67.75,2024,3,5.33,10.36158631,,,,
10.75,68.25,2024,3,4.92,9.564541213,,,,
10.75,68.75,2024,3,4.92,9.564541213,,,,
10.75,69.25,2024,3,4.89,9.50622084,,,,
10.75,69.75,2024,3,4.58,8.903576983,,,,
10.75,70.25,2024,3,4.22,8.203732504,,,,
10.75,70.75,2024,3,3.91,7.601088647,,,,
10.75,71.25,2024,3,3.56,6.920684292,,,,
10.75,71.75,2024,3,3.23,6.279160187,,,,
10.75,72.25,2024,3,2.9,5.637636081,,,,
10.75,72.75,2024,3,2.63,5.112752722,,,,
10.75,73.25,2024,3,2.53,4.918351477,,,,
11.25,67.75,2024,3,5.59,10.86702955,,,,
11.25,68.25,2024,3,5.12,9.953343701,,,,
11.25,68.75,2024,3,4.82,9.370139969,,,,
11.25,69.25,2024,3,4.64,9.020217729,,,,
11.25,69.75,2024,3,4.36,8.475894246,,,,
11.25,70.25,2024,3,4.02,7.814930016,,,,
11.25,70.75,2024,3,3.63,7.056765163,,,,
11.25,71.25,2024,3,3.23,6.279160187,,,,
11.25,71.75,2024,3,2.81,5.462674961,,,,
11.25,72.25,2024,3,2.32,4.510108865,,,,
11.25,72.75,2024,3,2.09,4.062986003,,,,
11.25,73.25,2024,3,2.16,4.199066874,,,,
11.75,67.75,2024,3,6.05,11.76127527,,,,
